booking_id,day_of_week,is_weekend,is_rack,ADR,net_revenue,net_ADR,lead_bin
RES-02608,Sunday,FALSE,FALSE,105.6,528,105.6,8-14 days
RES-02609,Sunday,FALSE,FALSE,184.8,460.15,153.38,31+ days
RES-02610,Friday,TRUE,FALSE,149.6,134.64,134.64,0-7 days
RES-02611,Monday,FALSE,FALSE,136,112.88,112.88,8-14 days
RES-02612,Saturday,TRUE,FALSE,136,680,136,0-7 days
RES-02613,Saturday,TRUE,FALSE,108,108,108,15-30 days
RES-02614,Saturday,TRUE,TRUE,210,189,189,15-30 days
RES-02615,Monday,FALSE,FALSE,105.6,285.12,95.04,15-30 days
RES-02616,Sunday,FALSE,FALSE,96,318.72,79.68,0-7 days
RES-02617,Friday,TRUE,TRUE,170,918,153,0-7 days
RES-02618,Wednesday,FALSE,FALSE,136,544,136,0-7 days
RES-02619,Tuesday,FALSE,TRUE,170,299.2,149.6,8-14 days
RES-02620,Tuesday,FALSE,FALSE,228.8,915.2,228.8,31+ days
RES-02621,Wednesday,FALSE,FALSE,96,480,96,15-30 days
RES-02622,Thursday,FALSE,FALSE,96,253.44,84.48,15-30 days
RES-02623,Saturday,TRUE,FALSE,96,480,96,31+ days
RES-02624,Sunday,FALSE,FALSE,208,208,208,31+ days
RES-02625,Monday,FALSE,FALSE,149.6,269.28,134.64,8-14 days
RES-02626,Monday,FALSE,FALSE,184.8,369.6,184.8,31+ days
RES-02627,Saturday,TRUE,TRUE,260,915.2,228.8,15-30 days
RES-02628,Friday,TRUE,TRUE,260,936,234,0-7 days
RES-02629,Tuesday,FALSE,FALSE,168,168,168,15-30 days
RES-02630,Sunday,FALSE,FALSE,184.8,831.6,166.32,31+ days
RES-02631,Tuesday,FALSE,FALSE,208,732.16,183.04,0-7 days
RES-02632,Saturday,TRUE,FALSE,108,570.24,95.04,31+ days
RES-02633,Tuesday,FALSE,FALSE,136,122.4,122.4,31+ days
RES-02634,Tuesday,FALSE,FALSE,136,718.08,119.68,15-30 days
RES-02635,Thursday,FALSE,FALSE,149.6,745.01,124.17,15-30 days
RES-02636,Sunday,FALSE,TRUE,210,344.4,172.2,31+ days
RES-02637,Friday,TRUE,FALSE,136,489.6,122.4,15-30 days
RES-02638,Friday,TRUE,TRUE,210,1045.8,174.3,15-30 days
RES-02639,Thursday,FALSE,FALSE,108,265.68,88.56,0-7 days
RES-02640,Thursday,FALSE,FALSE,189,309.96,154.98,0-7 days
RES-02641,Monday,FALSE,FALSE,96,480,96,15-30 days
RES-02642,Tuesday,FALSE,FALSE,168,139.44,139.44,15-30 days
RES-02643,Thursday,FALSE,TRUE,120,600,120,15-30 days
RES-02644,Monday,FALSE,FALSE,168,826.56,137.76,15-30 days
RES-02645,Tuesday,FALSE,FALSE,105.6,316.8,105.6,0-7 days
RES-02646,Tuesday,FALSE,FALSE,168,1008,168,8-14 days
RES-02647,Sunday,FALSE,FALSE,189,378,189,31+ days
RES-02648,Monday,FALSE,FALSE,105.6,422.4,105.6,0-7 days
RES-02649,Sunday,FALSE,TRUE,260,1560,260,31+ days
RES-02650,Monday,FALSE,FALSE,208,863.2,172.64,15-30 days
RES-02651,Wednesday,FALSE,FALSE,108,540,108,15-30 days
RES-02652,Friday,TRUE,FALSE,208,366.08,183.04,31+ days
RES-02653,Tuesday,FALSE,FALSE,136,557.6,111.52,0-7 days
RES-02654,Monday,FALSE,FALSE,153,673.2,134.64,8-14 days
RES-02655,Friday,TRUE,FALSE,228.8,1208.06,201.34,8-14 days
RES-02656,Saturday,TRUE,FALSE,153,125.46,125.46,8-14 days
RES-02657,Thursday,FALSE,FALSE,228.8,617.76,205.92,31+ days
RES-02658,Saturday,TRUE,FALSE,168,697.2,139.44,8-14 days
RES-02659,Monday,FALSE,FALSE,234,767.52,191.88,15-30 days
RES-02660,Thursday,FALSE,FALSE,168,697.2,139.44,31+ days
RES-02661,Wednesday,FALSE,FALSE,105.6,422.4,105.6,0-7 days
RES-02662,Wednesday,FALSE,FALSE,228.8,686.4,228.8,15-30 days
RES-02663,Friday,TRUE,FALSE,168,278.88,139.44,15-30 days
RES-02664,Thursday,FALSE,FALSE,105.6,464.64,92.93,0-7 days
RES-02665,Wednesday,FALSE,FALSE,105.6,438.24,87.65,31+ days
RES-02666,Wednesday,FALSE,TRUE,170,340,170,8-14 days
RES-02667,Saturday,TRUE,FALSE,228.8,1125.7,187.62,0-7 days
RES-02668,Thursday,FALSE,FALSE,149.6,598.4,149.6,15-30 days
RES-02669,Friday,TRUE,FALSE,105.6,262.94,87.65,15-30 days
RES-02670,Sunday,FALSE,TRUE,260,260,260,31+ days
RES-02671,Sunday,FALSE,FALSE,96,96,96,15-30 days
RES-02672,Tuesday,FALSE,FALSE,108,97.2,97.2,0-7 days
RES-02673,Thursday,FALSE,FALSE,96,79.68,79.68,15-30 days
RES-02674,Saturday,TRUE,FALSE,105.6,438.24,87.65,8-14 days
RES-02675,Saturday,TRUE,FALSE,96,288,96,0-7 days
RES-02676,Sunday,FALSE,TRUE,210,1260,210,31+ days
RES-02677,Wednesday,FALSE,FALSE,208,1248,208,31+ days
RES-02678,Thursday,FALSE,FALSE,208,366.08,183.04,0-7 days
RES-02679,Sunday,FALSE,FALSE,168,151.2,151.2,0-7 days
RES-02680,Monday,FALSE,FALSE,184.8,1108.8,184.8,15-30 days
RES-02681,Saturday,TRUE,FALSE,228.8,205.92,205.92,15-30 days
RES-02682,Tuesday,FALSE,FALSE,153,826.2,137.7,8-14 days
RES-02683,Thursday,FALSE,FALSE,168,887.04,147.84,31+ days
RES-02684,Friday,TRUE,FALSE,108,648,108,15-30 days
RES-02685,Friday,TRUE,FALSE,153,918,153,0-7 days
RES-02686,Friday,TRUE,TRUE,210,1033.2,172.2,0-7 days
RES-02687,Thursday,FALSE,TRUE,260,780,260,15-30 days
RES-02688,Tuesday,FALSE,FALSE,208,208,208,15-30 days
RES-02689,Tuesday,FALSE,FALSE,208,366.08,183.04,0-7 days
RES-02690,Saturday,TRUE,FALSE,153,918,153,8-14 days
RES-02691,Saturday,TRUE,FALSE,105.6,422.4,105.6,31+ days
RES-02692,Monday,FALSE,FALSE,96,480,96,8-14 days
RES-02693,Saturday,TRUE,FALSE,208,863.2,172.64,31+ days
RES-02694,Wednesday,FALSE,FALSE,96,393.6,78.72,31+ days
RES-02695,Monday,FALSE,FALSE,108,388.8,97.2,15-30 days
RES-02696,Thursday,FALSE,FALSE,208,852.8,170.56,0-7 days
RES-02697,Saturday,TRUE,FALSE,153,765,153,0-7 days
RES-02698,Tuesday,FALSE,FALSE,189,470.61,156.87,31+ days
RES-02699,Wednesday,FALSE,FALSE,96,288,96,15-30 days
RES-02700,Monday,FALSE,FALSE,208,1248,208,15-30 days
RES-02701,Friday,TRUE,TRUE,170,459,153,15-30 days
RES-02702,Saturday,TRUE,FALSE,136,272,136,15-30 days
RES-02703,Tuesday,FALSE,FALSE,105.6,262.94,87.65,15-30 days
RES-02704,Monday,FALSE,FALSE,208,1098.24,183.04,8-14 days
RES-02705,Sunday,FALSE,FALSE,168,151.2,151.2,15-30 days
RES-02706,Saturday,TRUE,TRUE,210,554.4,184.8,31+ days
RES-02707,Sunday,FALSE,FALSE,234,631.8,210.6,8-14 days
RES-02708,Saturday,TRUE,FALSE,108,216,108,8-14 days
RES-02709,Wednesday,FALSE,FALSE,184.8,831.6,166.32,15-30 days
RES-02710,Thursday,FALSE,FALSE,149.6,448.8,149.6,31+ days
RES-02711,Sunday,FALSE,FALSE,168,504,168,15-30 days
RES-02712,Friday,TRUE,FALSE,228.8,411.84,205.92,0-7 days
RES-02713,Sunday,FALSE,FALSE,153,918,153,31+ days
RES-02714,Friday,TRUE,FALSE,136,244.8,122.4,8-14 days
RES-02715,Sunday,FALSE,FALSE,153,459,153,15-30 days
RES-02716,Wednesday,FALSE,FALSE,149.6,124.17,124.17,31+ days
RES-02717,Saturday,TRUE,FALSE,136,272,136,15-30 days
RES-02718,Monday,FALSE,FALSE,184.8,766.92,153.38,15-30 days
RES-02719,Monday,FALSE,FALSE,184.8,739.2,184.8,8-14 days
RES-02720,Thursday,FALSE,FALSE,168,688.8,137.76,31+ days
RES-02721,Thursday,FALSE,FALSE,105.6,438.24,87.65,31+ days
RES-02722,Saturday,TRUE,FALSE,149.6,897.6,149.6,31+ days
RES-02723,Sunday,FALSE,FALSE,96,96,96,15-30 days
RES-02724,Tuesday,FALSE,FALSE,149.6,149.6,149.6,31+ days
RES-02725,Wednesday,FALSE,FALSE,168,168,168,8-14 days
RES-02726,Saturday,TRUE,FALSE,228.8,187.62,187.62,0-7 days
RES-02727,Tuesday,FALSE,FALSE,189,309.96,154.98,8-14 days
RES-02728,Monday,FALSE,FALSE,168,672,168,15-30 days
RES-02729,Monday,FALSE,FALSE,136,367.2,122.4,0-7 days
RES-02730,Monday,FALSE,FALSE,208,915.2,183.04,15-30 days
RES-02731,Thursday,FALSE,FALSE,168,1008,168,31+ days
RES-02732,Saturday,TRUE,FALSE,228.8,457.6,228.8,15-30 days
RES-02733,Sunday,FALSE,FALSE,234,468,234,15-30 days
RES-02734,Thursday,FALSE,FALSE,189,941.22,156.87,0-7 days
RES-02735,Tuesday,FALSE,FALSE,108,265.68,88.56,0-7 days
RES-02736,Saturday,TRUE,FALSE,184.8,975.74,162.62,15-30 days
RES-02737,Sunday,FALSE,FALSE,105.6,316.8,105.6,15-30 days
RES-02738,Wednesday,FALSE,FALSE,228.8,569.71,189.9,15-30 days
RES-02739,Friday,TRUE,FALSE,108,194.4,97.2,15-30 days
RES-02740,Thursday,FALSE,FALSE,208,1123.2,187.2,8-14 days
RES-02741,Saturday,TRUE,FALSE,168,840,168,31+ days
RES-02742,Saturday,TRUE,FALSE,208,416,208,15-30 days
RES-02743,Saturday,TRUE,FALSE,208,1098.24,183.04,31+ days
RES-02744,Saturday,TRUE,FALSE,228.8,457.6,228.8,8-14 days
RES-02745,Thursday,FALSE,FALSE,184.8,739.2,184.8,15-30 days
RES-02746,Wednesday,FALSE,FALSE,108,291.6,97.2,8-14 days
RES-02747,Saturday,TRUE,FALSE,208,1040,208,31+ days
RES-02748,Sunday,FALSE,FALSE,105.6,633.6,105.6,0-7 days
RES-02749,Wednesday,FALSE,TRUE,120,98.4,98.4,15-30 days
RES-02750,Saturday,TRUE,TRUE,260,936,234,31+ days
RES-02751,Thursday,FALSE,FALSE,189,756,189,31+ days
RES-02752,Sunday,FALSE,FALSE,234,388.44,194.22,15-30 days
RES-02753,Thursday,FALSE,FALSE,108,88.56,88.56,0-7 days
RES-02754,Wednesday,FALSE,FALSE,108,285.12,95.04,15-30 days
RES-02755,Thursday,FALSE,FALSE,105.6,211.2,105.6,15-30 days
RES-02756,Wednesday,FALSE,FALSE,234,1170,234,31+ days
RES-02757,Thursday,FALSE,FALSE,228.8,411.84,205.92,15-30 days
RES-02758,Friday,TRUE,FALSE,228.8,686.4,228.8,31+ days
RES-02759,Tuesday,FALSE,FALSE,228.8,562.85,187.62,8-14 days
RES-02760,Monday,FALSE,FALSE,136,557.6,111.52,8-14 days
RES-02761,Thursday,FALSE,FALSE,136,680,136,15-30 days
RES-02762,Thursday,FALSE,TRUE,210,378,189,8-14 days
RES-02763,Thursday,FALSE,FALSE,105.6,528,105.6,31+ days
RES-02764,Monday,FALSE,FALSE,168,907.2,151.2,15-30 days
RES-02765,Saturday,TRUE,FALSE,168,887.04,147.84,31+ days
RES-02766,Wednesday,FALSE,FALSE,136,816,136,15-30 days
RES-02767,Thursday,FALSE,FALSE,136,223.04,111.52,15-30 days
RES-02768,Sunday,FALSE,FALSE,153,688.5,137.7,15-30 days
RES-02769,Tuesday,FALSE,FALSE,96,239.04,79.68,8-14 days
RES-02770,Monday,FALSE,FALSE,184.8,997.92,166.32,15-30 days
RES-02771,Saturday,TRUE,FALSE,149.6,620.84,124.17,8-14 days
RES-02772,Monday,FALSE,FALSE,153,275.4,137.7,15-30 days
RES-02773,Wednesday,FALSE,FALSE,184.8,332.64,166.32,31+ days
RES-02774,Wednesday,FALSE,FALSE,96,398.4,79.68,15-30 days
RES-02775,Wednesday,FALSE,FALSE,168,418.32,139.44,8-14 days
RES-02776,Sunday,FALSE,FALSE,153,673.2,134.64,15-30 days
RES-02777,Tuesday,FALSE,FALSE,96,422.4,84.48,31+ days
RES-02778,Wednesday,FALSE,FALSE,96,78.72,78.72,31+ days
RES-02779,Monday,FALSE,FALSE,149.6,368.02,122.67,15-30 days
RES-02780,Wednesday,FALSE,FALSE,208,170.56,170.56,31+ days
RES-02781,Sunday,FALSE,TRUE,170,278.8,139.4,31+ days
RES-02782,Thursday,FALSE,FALSE,96,384,96,8-14 days
RES-02783,Thursday,FALSE,FALSE,184.8,151.54,151.54,0-7 days
RES-02784,Tuesday,FALSE,FALSE,105.6,211.2,105.6,0-7 days
RES-02785,Sunday,FALSE,FALSE,136,122.4,122.4,31+ days
RES-02786,Friday,TRUE,FALSE,153,761.94,126.99,8-14 days
RES-02787,Tuesday,FALSE,FALSE,168,336,168,15-30 days
RES-02788,Sunday,FALSE,TRUE,260,1372.8,228.8,31+ days
RES-02789,Thursday,FALSE,FALSE,168,336,168,15-30 days
RES-02790,Friday,TRUE,FALSE,168,275.52,137.76,31+ days
RES-02791,Friday,TRUE,TRUE,260,1300,260,8-14 days
RES-02792,Wednesday,FALSE,TRUE,120,492,98.4,8-14 days
RES-02793,Tuesday,FALSE,TRUE,210,630,210,0-7 days
RES-02794,Saturday,TRUE,FALSE,136,367.2,122.4,0-7 days
RES-02795,Friday,TRUE,FALSE,208,341.12,170.56,15-30 days
RES-02796,Tuesday,FALSE,TRUE,260,1294.8,215.8,0-7 days
RES-02797,Saturday,TRUE,FALSE,189,1134,189,0-7 days
RES-02798,Tuesday,FALSE,FALSE,208,374.4,187.2,31+ days
RES-02799,Saturday,TRUE,FALSE,96,84.48,84.48,0-7 days
RES-02800,Friday,TRUE,FALSE,168,151.2,151.2,31+ days
RES-02801,Friday,TRUE,TRUE,260,234,234,31+ days
RES-02802,Monday,FALSE,FALSE,153,507.96,126.99,31+ days
RES-02803,Thursday,FALSE,FALSE,184.8,920.3,153.38,31+ days
RES-02804,Wednesday,FALSE,FALSE,234,823.68,205.92,0-7 days
RES-02805,Saturday,TRUE,FALSE,234,842.4,210.6,15-30 days
RES-02806,Thursday,FALSE,FALSE,136,359.04,119.68,0-7 days
RES-02807,Thursday,FALSE,FALSE,189,1020.6,170.1,15-30 days
RES-02808,Wednesday,FALSE,FALSE,208,732.16,183.04,0-7 days
RES-02809,Sunday,FALSE,FALSE,208,1035.84,172.64,8-14 days
RES-02810,Sunday,FALSE,TRUE,120,498,99.6,31+ days
RES-02811,Monday,FALSE,FALSE,105.6,185.86,92.93,0-7 days
RES-02812,Tuesday,FALSE,FALSE,96,259.2,86.4,0-7 days
RES-02813,Thursday,FALSE,FALSE,208,832,208,31+ days
RES-02814,Thursday,FALSE,TRUE,170,139.4,139.4,15-30 days
RES-02815,Wednesday,FALSE,TRUE,120,590.4,98.4,31+ days
RES-02816,Friday,TRUE,TRUE,260,468,234,15-30 days
RES-02817,Monday,FALSE,FALSE,208,187.2,187.2,8-14 days
RES-02818,Wednesday,FALSE,FALSE,96,576,96,31+ days
RES-02819,Friday,TRUE,FALSE,208,832,208,31+ days
RES-02820,Monday,FALSE,TRUE,260,1300,260,15-30 days
RES-02821,Wednesday,FALSE,FALSE,105.6,105.6,105.6,15-30 days
RES-02822,Thursday,FALSE,FALSE,105.6,86.59,86.59,31+ days
RES-02823,Wednesday,FALSE,FALSE,234,234,234,8-14 days
RES-02824,Tuesday,FALSE,FALSE,149.6,598.4,149.6,8-14 days
RES-02825,Wednesday,FALSE,FALSE,136,136,136,31+ days
RES-02826,Saturday,TRUE,FALSE,234,194.22,194.22,8-14 days
RES-02827,Saturday,TRUE,FALSE,96,96,96,31+ days
RES-02828,Thursday,FALSE,TRUE,120,720,120,8-14 days
RES-02829,Friday,TRUE,FALSE,189,510.3,170.1,31+ days
RES-02830,Monday,FALSE,FALSE,105.6,557.57,92.93,15-30 days
RES-02831,Thursday,FALSE,FALSE,189,510.3,170.1,31+ days
RES-02832,Sunday,FALSE,FALSE,136,367.2,122.4,0-7 days
RES-02833,Wednesday,FALSE,FALSE,136,816,136,31+ days
RES-02834,Saturday,TRUE,FALSE,149.6,538.56,134.64,8-14 days
RES-02835,Friday,TRUE,FALSE,208,1123.2,187.2,31+ days
RES-02836,Friday,TRUE,FALSE,96,384,96,0-7 days
RES-02837,Tuesday,FALSE,FALSE,208,561.6,187.2,8-14 days
RES-02838,Saturday,TRUE,FALSE,96,337.92,84.48,15-30 days
RES-02839,Wednesday,FALSE,FALSE,149.6,368.02,122.67,8-14 days
RES-02840,Friday,TRUE,TRUE,170,897.6,149.6,8-14 days
RES-02841,Friday,TRUE,FALSE,168,137.76,137.76,15-30 days
RES-02842,Wednesday,FALSE,FALSE,153,126.99,126.99,31+ days
RES-02843,Saturday,TRUE,FALSE,96,172.8,86.4,0-7 days
RES-02844,Sunday,FALSE,FALSE,208,208,208,15-30 days
RES-02845,Thursday,FALSE,FALSE,189,756,189,15-30 days
RES-02846,Saturday,TRUE,FALSE,208,170.56,170.56,31+ days
RES-02847,Monday,FALSE,FALSE,234,1170,234,31+ days
RES-02848,Sunday,FALSE,FALSE,234,702,234,31+ days
RES-02849,Wednesday,FALSE,FALSE,189,309.96,154.98,31+ days
RES-02850,Wednesday,FALSE,FALSE,168,836.64,139.44,15-30 days
RES-02851,Thursday,FALSE,FALSE,96,253.44,84.48,31+ days
RES-02852,Tuesday,FALSE,FALSE,96,506.88,84.48,15-30 days
RES-02853,Saturday,TRUE,FALSE,168,551.04,137.76,15-30 days
RES-02854,Tuesday,FALSE,TRUE,120,295.2,98.4,15-30 days
RES-02855,Sunday,FALSE,TRUE,260,1170,234,15-30 days
RES-02856,Wednesday,FALSE,TRUE,260,936,234,8-14 days
RES-02857,Friday,TRUE,FALSE,208,1248,208,31+ days
RES-02858,Tuesday,FALSE,FALSE,149.6,807.84,134.64,15-30 days
RES-02859,Tuesday,FALSE,TRUE,260,1300,260,15-30 days
RES-02860,Monday,FALSE,FALSE,228.8,915.2,228.8,31+ days
RES-02861,Sunday,FALSE,FALSE,228.8,1372.8,228.8,8-14 days
RES-02862,Sunday,FALSE,FALSE,105.6,262.94,87.65,31+ days
RES-02863,Saturday,TRUE,TRUE,170,418.2,139.4,15-30 days
RES-02864,Monday,FALSE,TRUE,260,1300,260,31+ days
RES-02865,Wednesday,FALSE,TRUE,210,861,172.2,8-14 days
RES-02866,Saturday,TRUE,FALSE,168,295.68,147.84,15-30 days
RES-02867,Tuesday,FALSE,FALSE,168,604.8,151.2,15-30 days
RES-02868,Wednesday,FALSE,FALSE,149.6,620.84,124.17,15-30 days
RES-02869,Wednesday,FALSE,FALSE,168,137.76,137.76,15-30 days
RES-02870,Sunday,FALSE,FALSE,153,752.76,125.46,31+ days
RES-02871,Friday,TRUE,FALSE,96,239.04,79.68,15-30 days
RES-02872,Thursday,FALSE,FALSE,105.6,105.6,105.6,31+ days
RES-02873,Wednesday,FALSE,FALSE,234,936,234,15-30 days
RES-02874,Wednesday,FALSE,FALSE,168,1008,168,31+ days
RES-02875,Friday,TRUE,FALSE,96,96,96,31+ days
RES-02876,Saturday,TRUE,FALSE,105.6,371.71,92.93,15-30 days
RES-02877,Tuesday,FALSE,FALSE,228.8,187.62,187.62,0-7 days
RES-02878,Sunday,FALSE,FALSE,234,234,234,15-30 days
RES-02879,Saturday,TRUE,FALSE,136,408,136,15-30 days
RES-02880,Saturday,TRUE,TRUE,170,139.4,139.4,15-30 days
RES-02881,Wednesday,FALSE,FALSE,153,306,153,15-30 days
RES-02882,Monday,FALSE,FALSE,105.6,259.78,86.59,8-14 days
RES-02883,Saturday,TRUE,TRUE,260,431.6,215.8,31+ days
RES-02884,Tuesday,FALSE,FALSE,153,501.84,125.46,15-30 days
RES-02885,Wednesday,FALSE,FALSE,96,168.96,84.48,15-30 days
RES-02886,Wednesday,FALSE,FALSE,105.6,87.65,87.65,8-14 days
RES-02887,Monday,FALSE,FALSE,168,139.44,139.44,31+ days
RES-02888,Sunday,FALSE,FALSE,108,583.2,97.2,8-14 days
RES-02889,Friday,TRUE,FALSE,184.8,460.15,153.38,8-14 days
RES-02890,Monday,FALSE,FALSE,136,544,136,15-30 days
RES-02891,Friday,TRUE,FALSE,208,1040,208,8-14 days
RES-02892,Friday,TRUE,FALSE,168,840,168,31+ days
RES-02893,Friday,TRUE,FALSE,168,151.2,151.2,31+ days
RES-02894,Thursday,FALSE,FALSE,234,1053,210.6,0-7 days
RES-02895,Wednesday,FALSE,TRUE,120,597.6,99.6,0-7 days
RES-02896,Wednesday,FALSE,FALSE,96,172.8,86.4,31+ days
RES-02897,Saturday,TRUE,FALSE,168,1008,168,0-7 days
RES-02898,Friday,TRUE,FALSE,136,734.4,122.4,31+ days
RES-02899,Monday,FALSE,FALSE,184.8,554.4,184.8,0-7 days
RES-02900,Thursday,FALSE,TRUE,120,528,105.6,15-30 days
RES-02901,Thursday,FALSE,FALSE,208,748.8,187.2,15-30 days
RES-02902,Thursday,FALSE,FALSE,184.8,909.22,151.54,31+ days
RES-02903,Tuesday,FALSE,FALSE,136,359.04,119.68,0-7 days
RES-02904,Saturday,TRUE,FALSE,208,1248,208,0-7 days
RES-02905,Thursday,FALSE,FALSE,228.8,1125.7,187.62,15-30 days
RES-02906,Saturday,TRUE,TRUE,260,468,234,0-7 days
RES-02907,Tuesday,FALSE,FALSE,108,324,108,8-14 days
RES-02908,Wednesday,FALSE,FALSE,189,627.48,156.87,8-14 days
RES-02909,Monday,FALSE,FALSE,136,677.28,112.88,15-30 days
RES-02910,Wednesday,FALSE,FALSE,228.8,228.8,228.8,8-14 days
RES-02911,Friday,TRUE,FALSE,184.8,920.3,153.38,31+ days
RES-02912,Friday,TRUE,TRUE,120,600,120,31+ days
RES-02913,Thursday,FALSE,TRUE,170,564.4,141.1,8-14 days
RES-02914,Thursday,FALSE,FALSE,105.6,185.86,92.93,15-30 days
RES-02915,Saturday,TRUE,TRUE,120,240,120,0-7 days
RES-02916,Saturday,TRUE,FALSE,208,1248,208,0-7 days
RES-02917,Wednesday,FALSE,FALSE,234,191.88,191.88,15-30 days
RES-02918,Monday,FALSE,FALSE,189,378,189,15-30 days
RES-02919,Thursday,FALSE,FALSE,228.8,686.4,228.8,0-7 days
RES-02920,Sunday,FALSE,FALSE,149.6,122.67,122.67,31+ days
RES-02921,Thursday,FALSE,TRUE,120,295.2,98.4,15-30 days
RES-02922,Friday,TRUE,TRUE,260,852.8,213.2,15-30 days
RES-02923,Friday,TRUE,FALSE,208,183.04,183.04,31+ days
RES-02924,Saturday,TRUE,FALSE,184.8,487.87,162.62,15-30 days
RES-02925,Thursday,FALSE,FALSE,208,366.08,183.04,15-30 days
RES-02926,Friday,TRUE,FALSE,208,345.28,172.64,8-14 days
RES-02927,Friday,TRUE,FALSE,108,88.56,88.56,31+ days
RES-02928,Sunday,FALSE,FALSE,189,1134,189,8-14 days
RES-02929,Sunday,FALSE,FALSE,149.6,748,149.6,15-30 days
RES-02930,Sunday,FALSE,FALSE,105.6,346.37,86.59,15-30 days
RES-02931,Monday,FALSE,FALSE,184.8,306.77,153.38,8-14 days
RES-02932,Saturday,TRUE,FALSE,108,177.12,88.56,15-30 days
RES-02933,Wednesday,FALSE,TRUE,170,598.4,149.6,31+ days
RES-02934,Saturday,TRUE,TRUE,260,260,260,15-30 days
RES-02935,Friday,TRUE,FALSE,208,517.92,172.64,15-30 days
RES-02936,Thursday,FALSE,TRUE,120,590.4,98.4,8-14 days
RES-02937,Friday,TRUE,FALSE,168,672,168,8-14 days
RES-02938,Wednesday,FALSE,FALSE,108,177.12,88.56,0-7 days
RES-02939,Sunday,FALSE,FALSE,228.8,1029.6,205.92,0-7 days
RES-02940,Saturday,TRUE,FALSE,105.6,262.94,87.65,0-7 days
RES-02941,Thursday,FALSE,TRUE,170,680,170,0-7 days
RES-02942,Tuesday,FALSE,FALSE,96,157.44,78.72,15-30 days
RES-02943,Friday,TRUE,TRUE,170,170,170,15-30 days
RES-02944,Tuesday,FALSE,FALSE,108,216,108,15-30 days
RES-02945,Tuesday,FALSE,FALSE,189,154.98,154.98,0-7 days
RES-02946,Saturday,TRUE,FALSE,168,739.2,147.84,15-30 days
RES-02947,Saturday,TRUE,FALSE,136,564.4,112.88,15-30 days
RES-02948,Tuesday,FALSE,FALSE,153,153,153,15-30 days
RES-02949,Thursday,FALSE,TRUE,120,597.6,99.6,31+ days
RES-02950,Monday,FALSE,FALSE,208,366.08,183.04,31+ days
RES-02951,Saturday,TRUE,TRUE,210,945,189,8-14 days
RES-02952,Saturday,TRUE,FALSE,184.8,757.68,151.54,8-14 days
RES-02953,Wednesday,FALSE,FALSE,136,446.08,111.52,31+ days
RES-02954,Monday,FALSE,FALSE,136,816,136,15-30 days
RES-02955,Tuesday,FALSE,FALSE,168,672,168,15-30 days
RES-02956,Sunday,FALSE,FALSE,234,1029.6,205.92,31+ days
RES-02957,Saturday,TRUE,FALSE,184.8,813.12,162.62,8-14 days
RES-02958,Monday,FALSE,FALSE,208,1035.84,172.64,0-7 days
RES-02959,Monday,FALSE,TRUE,170,697,139.4,0-7 days
RES-02960,Monday,FALSE,FALSE,96,78.72,78.72,8-14 days
RES-02961,Monday,FALSE,FALSE,168,275.52,137.76,31+ days
RES-02962,Sunday,FALSE,TRUE,170,278.8,139.4,15-30 days
RES-02963,Monday,FALSE,FALSE,228.8,750.46,187.62,31+ days
RES-02964,Monday,FALSE,TRUE,120,720,120,15-30 days
RES-02965,Saturday,TRUE,FALSE,136,408,136,8-14 days
RES-02966,Tuesday,FALSE,FALSE,184.8,997.92,166.32,15-30 days
RES-02967,Saturday,TRUE,FALSE,184.8,924,184.8,31+ days
RES-02968,Tuesday,FALSE,FALSE,208,624,208,15-30 days
RES-02969,Monday,FALSE,TRUE,210,1050,210,15-30 days
RES-02970,Wednesday,FALSE,TRUE,260,852.8,213.2,8-14 days
RES-02971,Sunday,FALSE,FALSE,136,272,136,0-7 days
RES-02972,Saturday,TRUE,FALSE,208,208,208,0-7 days
RES-02973,Tuesday,FALSE,FALSE,228.8,750.46,187.62,0-7 days
RES-02974,Wednesday,FALSE,FALSE,108,537.84,89.64,0-7 days
RES-02975,Friday,TRUE,FALSE,136,451.52,112.88,15-30 days
RES-02976,Friday,TRUE,FALSE,96,157.44,78.72,15-30 days
RES-02977,Tuesday,FALSE,FALSE,189,567,189,8-14 days
RES-02978,Tuesday,FALSE,FALSE,189,567,189,31+ days
RES-02979,Sunday,FALSE,FALSE,208,1248,208,31+ days
RES-02980,Friday,TRUE,FALSE,168,504,168,0-7 days
RES-02981,Wednesday,FALSE,TRUE,260,1404,234,0-7 days
RES-02982,Wednesday,FALSE,FALSE,108,388.8,97.2,15-30 days
RES-02983,Wednesday,FALSE,FALSE,96,86.4,86.4,0-7 days
RES-02984,Thursday,FALSE,FALSE,208,1248,208,0-7 days
RES-02985,Saturday,TRUE,FALSE,208,511.68,170.56,8-14 days
RES-02986,Saturday,TRUE,FALSE,168,1008,168,8-14 days
RES-02987,Tuesday,FALSE,TRUE,260,936,234,31+ days
RES-02988,Friday,TRUE,FALSE,208,1040,208,8-14 days
RES-02989,Tuesday,FALSE,FALSE,234,1170,234,31+ days
RES-02990,Monday,FALSE,FALSE,136,718.08,119.68,15-30 days
RES-02991,Wednesday,FALSE,FALSE,96,384,96,0-7 days
RES-02992,Sunday,FALSE,FALSE,149.6,299.2,149.6,15-30 days
RES-02993,Tuesday,FALSE,FALSE,168,336,168,0-7 days
RES-02994,Friday,TRUE,FALSE,168,672,168,31+ days
